#timestamp,left1,left2,right2,right2,acc_x,acc_y,acc_z,roll,pitch,yaw,event
1589620538834,686,544,1064,915,-5531,7891,-13959,0
1589620538857,116,-71,397,179,-5654,7869,-14015,0
1589620538880,-246,-140,-23,97,-5545,7863,-13939,0
1589620538902,-260,-517,-49,-360,-5677,7809,-13997,0
1589620538913,-709,-572,-597,-458,-5667,7819,-13894,0
1589620538940,-533,-388,-439,-289,-5684,7737,-13935,0
1589620538958,-312,-173,-211,-46,-5800,7824,-14072,0
1589620538980,-218,-192,-80,-28,-5811,7861,-13853,0
1589620539003,-306,-292,-150,-116,-5863,7730,-13739,0
1589620539014,-416,-374,-259,-228,-5915,7566,-13729,0
1589620539037,-470,-449,-362,-368,-5992,7413,-13802,0
1589620539060,-519,-455,-472,-431,-6005,7503,-13647,0
1589620539082,-531,-376,-539,-389,-6093,7725,-13691,0
1589620539093,-438,-522,-442,-528,-6124,7764,-13933,0
1589620539116,-632,-526,-634,-468,-6249,7725,-14043,0
1589620539138,-609,-649,-484,-474,-6273,7730,-14091,0
1589620539161,-786,-772,-663,-688,-6412,7710,-13889,0
1589620539183,-841,-919,-812,-962,-6496,7690,-13965,0
1589620539194,-1195,-1520,-1272,-1614,-6630,7786,-14123,0
1589620539217,-1768,-1758,-1862,-1925,-6679,7756,-13975,0
1589620539239,-1669,-1426,-1916,-1780,-6596,7758,-13973,0
1589620539265,-1311,-1220,-1752,-1748,-6557,7799,-14017,0
1589620539285,-1317,-1277,-1820,-1719,-6524,7904,-13823,0
1589620539296,-1356,-1523,-1652,-1766,-6508,8031,-13759,0
1589620539318,-1607,-1150,-1872,-1517,-6406,8062,-13682,0
1589620539340,-410,667,-893,148,-6367,8191,-13805,0
1589620539364,1470,1832,1225,1953,-6356,8298,-13978,0
1589620539374,1812,1848,1960,1969,-6194,8288,-14104,0
1589620539397,1860,1869,1973,1978,-6020,8361,-14210,0
1589620539419,1874,1880,1982,1983,-5979,8303,-14118,0
1589620539442,1880,1879,1984,1986,-5857,8010,-14342,0
1589620539453,1867,1856,1987,1988,-5866,7930,-14169,0
1589620539476,1701,1268,1995,1954,-5771,7774,-13853,0
1589620539498,457,230,1525,1239,-5693,7629,-13677,0
1589620539521,63,104,824,782,-5600,7660,-13546,0
1589620539543,-46,-132,567,465,-5581,7875,-13531,0
1589620539554,-362,-464,164,22,-5588,8148,-13763,0
1589620539579,-662,-755,-262,-418,-5454,8527,-13808,0
1589620539599,-908,-953,-646,-742,-5517,8877,-13430,0
1589620539621,-1080,-1073,-932,-981,-5365,9134,-13068,0
1589620539633,-1159,-1176,-1122,-1201,-5195,9411,-12951,0
1589620539655,-1302,-1385,-1370,-1489,-4889,9489,-12837,0
1589620539678,-1494,-1434,-1602,-1517,-4794,9618,-12833,0
1589620539701,-1551,-1728,-1608,-1772,-4562,9788,-12818,0
1589620539722,-1886,-1987,-1916,-2004,-4509,9890,-12871,0
1589620539734,-2031,-2038,-2036,-2037,-4312,9998,-12995,0
1589620539757,-2031,-2024,-2029,-2023,-4246,10179,-12777,0
1589620539780,-2022,-2022,-2022,-2023,-4139,10440,-12883,0
1589620539802,-2024,-2025,-2024,-2024,-4097,10551,-12920,0
1589620539813,-2024,-1909,-2025,-2025,-4012,10468,-13062,0
1589620539836,-1550,-601,-1960,-1405,-4102,10603,-13025,0
1589620539858,839,1883,-485,961,-4148,10724,-12891,0
1589620539881,1875,1870,1959,1935,-4197,10842,-12760,0
1589620539903,1820,1820,1693,1705,-4156,10806,-13257,0
1589620539915,1776,1830,1732,1904,-4132,10769,-13134,0
1589620539941,1819,1841,1944,1960,-4050,10684,-12949,0
1589620539959,1850,1861,1968,1974,-4034,10537,-12839,0
1589620539981,1859,1870,1981,1978,-4017,10281,-12814,0
1589620539993,1863,1864,1982,1986,-3945,9931,-12560,0
1589620540016,1848,1832,1990,1989,-3849,9611,-12420,0
1589620540038,1693,1612,1986,1984,-3782,9526,-12794,0
1589620540061,1277,1292,1974,1967,-3678,9367,-13146,0
1589620540083,1170,810,1924,1598,-3631,9338,-13202,0
1589620540094,462,712,1152,1416,-3678,9189,-13346,0
1589620540118,982,1429,1722,1928,-3564,8982,-13355,0
1589620540139,1503,1444,1947,1950,-3545,8825,-13472,0
1589620540165,1131,1153,1925,1933,-3549,8642,-13807,0
1589620540173,1076,1095,1917,1922,-3459,8586,-13847,0
1589620540200,866,741,1766,1675,-3241,8088,-13942,0
1589620540218,647,992,1506,1775,-3311,7224,-14526,0
1589620540248,1421,1826,1951,1963,-3220,5814,-14791,0
1589620540263,1847,1560,1973,1851,-2429,5226,-15161,0
1589620540274,447,-510,999,6,-1823,6159,-14400,0
1589620540296,-652,332,-85,971,-1124,6112,-14921,0
1589620540323,1772,1882,1981,1981,-1056,7477,-14789,0
1589620540342,1885,1887,1989,1985,-1375,8896,-14593,0
1589620540353,1887,1890,1991,1990,-1888,9515,-14991,0
1589620540375,1900,1887,1998,1990,-2672,9942,-13844,0
1589620540398,1860,1023,1991,1710,-3430,10437,-13090,0
1589620540420,-552,-1495,180,-1000,-4192,10988,-11929,0
1589620540443,-1936,-2048,-1628,-1932,-4975,11298,-12337,0
1589620540454,-2048,-2048,-2044,-2040,-5446,10946,-12871,0
1589620540477,-1868,-1789,-1826,-1752,-5862,10420,-12914,0
1589620540499,-1852,-1949,-1836,-1946,-6123,9380,-13117,0
1589620540522,-2013,-2036,-2014,-2037,-6291,8445,-12932,0
1589620540533,-2035,-2028,-2035,-2027,-6551,7404,-13517,0
1589620540556,-2024,-2023,-2023,-2022,-6914,6946,-14866,0
1589620540578,-2023,-2024,-2023,-2024,-7273,7260,-15923,0
1589620540600,-2025,-2025,-2025,-2025,-7294,7509,-15524,0
1589620540623,-2019,-1897,-2025,-2025,-7442,7882,-15152,0
1589620540634,-1363,-92,-2004,-1669,-7387,8424,-14615,0
1589620540657,1723,1894,-566,1320,-7305,8497,-14422,0
1589620540679,1884,1886,1987,1986,-6831,8239,-13853,0
1589620540702,1887,1885,1991,1986,-6331,7964,-13265,0
1589620540724,1888,1889,1989,1988,-5732,7454,-13489,0
1589620540736,1898,1890,1995,1988,-5209,6721,-14136,0
1589620540758,1889,1888,1988,1987,-5031,6464,-14532,0
1589620540780,1887,1886,1991,1987,-5083,6302,-14797,0
1589620540803,1884,1881,1985,1988,-4950,5986,-14517,0
1589620540816,1883,1888,1992,1991,-5022,6106,-14177,0
1589620540837,1882,1882,1989,1986,-5151,6083,-14298,0
1589620540859,1881,1883,1988,1982,-5298,6138,-14145,0
1589620540882,1885,1881,1990,1986,-5365,6224,-13816,0
1589620540893,1882,1883,1988,1986,-5366,6254,-14006,0
1589620540916,1894,1875,2005,1987,-5478,6057,-13875,0
1589620540941,1812,766,1988,1798,-5596,5984,-14412,0
1589620540960,-362,-974,914,7,-5637,5927,-14472,0
1589620540983,-1237,-1414,-509,-916,-5713,6002,-13927,0
