#timestamp,left1,left2,right2,right2,acc_x,acc_y,acc_z,roll,pitch,yaw,event
1591117674743,326,114,293,96,-3430,11474,-11254,0
1591117674744,309,112,275,84,-3391,11478,-11208,0
1591117674767,321,115,281,97,-3394,11589,-11090,0
1591117674789,309,101,288,106,-3379,11634,-11109,0
1591117674810,288,75,285,82,-3472,11531,-11181,0
1591117674835,282,83,272,84,-3531,11512,-11150,0
1591117674844,295,75,280,82,-3361,11527,-11105,0
1591117674878,278,69,272,83,-3392,11565,-11104,0
1591117674890,283,72,285,94,-3430,11463,-11130,0
1591117674935,276,65,287,94,-3507,11279,-11193,0
1591117674937,266,44,279,67,-3427,11301,-11111,0
1591117674946,251,18,258,37,-3424,11507,-11089,0
1591117674969,228,10,238,36,-3428,11597,-11073,0
1591117674994,232,34,242,48,-3417,11574,-11157,0
1591117675004,265,59,258,53,-3476,11488,-11268,0
1591117675025,272,34,258,41,-3478,11429,-11228,0
1591117675049,240,18,240,37,-3400,11590,-11109,0
1591117675072,232,11,237,22,-3452,11607,-11034,0
1591117675092,226,5,224,17,-3414,11644,-11045,0
1591117675106,228,8,229,27,-3415,11482,-11190,0
1591117675127,225,5,232,24,-3428,11516,-11155,0
1591117675151,224,1,226,22,-3345,11553,-11094,0
1591117675174,225,3,238,33,-3440,11455,-11076,0
1591117675183,220,-2,231,15,-3269,11395,-11038,0
1591117675207,227,0,224,3,-3301,11623,-11062,0
1591117675228,220,-10,211,6,-3379,11813,-11051,0
1591117675250,211,-2,221,28,-3389,11743,-11256,0
1591117675273,224,-11,239,19,-3357,11683,-11110,0
1591117675288,205,-7,219,20,-3379,11610,-11077,0
1591117675307,222,0,234,28,-3387,11633,-10952,0
1591117675353,222,-3,234,34,-3376,11694,-11064,0
1591117675354,214,-9,238,32,-3403,11638,-11084,0
1591117675386,214,-8,241,37,-3499,11703,-10981,0
1591117675388,207,-25,238,42,-3637,11648,-10941,0
1591117675409,205,-3,256,56,-3574,11793,-10968,0
1591117675430,224,24,253,65,-3464,11701,-11153,0
1591117675454,258,64,285,127,-3216,11469,-11201,0
1591117675491,283,147,312,203,-3190,11262,-11093,0
1591117675493,357,256,371,263,-3289,11402,-10990,0
1591117675510,384,242,287,184,-3203,11416,-11210,0
1591117675534,332,304,230,248,-2948,11384,-11334,0
1591117675543,258,599,-16,154,-2870,11500,-11349,0
1591117675577,321,354,45,246,-2828,11427,-11466,0
1591117675589,-18,129,-19,123,-2877,11418,-11110,0
1591117675614,-112,143,-120,100,-3039,11597,-11142,0
1591117675634,-68,148,-96,114,-3039,11368,-11220,0
1591117675643,-96,113,-104,96,-2949,11335,-11336,0
1591117675665,-126,100,-126,84,-2879,11279,-11360,0
1591117675690,-132,85,-138,66,-2723,11232,-11433,0
1591117675711,-136,94,-137,80,-2624,11347,-11559,0
1591117675722,-143,71,-138,63,-2596,11257,-11590,0
1591117675745,-149,71,-147,58,-2561,11239,-11695,0
1591117675769,-169,62,-165,51,-2536,11232,-11615,0
1591117675791,-162,76,-160,61,-2658,11229,-11509,0
1591117675814,-151,80,-153,59,-2659,11291,-11627,0
1591117675824,-153,84,-158,69,-2613,11585,-11452,0
1591117675846,-149,84,-152,66,-2706,11677,-11411,0
1591117675869,-147,86,-150,65,-2762,11588,-11462,0
1591117675891,-146,112,-156,82,-2837,11353,-11630,0
1591117675907,-120,128,-131,100,-2823,11414,-11514,0
1591117675924,-112,131,-123,101,-2803,11314,-11347,0
1591117675947,-112,139,-128,104,-3058,11218,-11292,0
1591117675969,-100,149,-111,124,-3159,11300,-11281,0
1591117675992,-93,153,-95,134,-3167,11330,-11262,0
1591117676004,-87,151,-94,121,-3229,11344,-11360,0
1591117676026,-89,152,-100,123,-3234,11495,-11380,0
1591117676049,-92,144,-100,121,-3227,11478,-11431,0
1591117676072,-99,148,-105,117,-3152,11414,-11423,0
1591117676083,-92,146,-103,117,-3022,11326,-11384,0
1591117676106,-99,138,-111,107,-2891,11324,-11470,0
1591117676128,-101,138,-113,108,-2765,11376,-11527,0
1591117676150,-105,130,-116,105,-2813,11404,-11497,0
1591117676173,-108,143,-117,116,-2797,11208,-11724,0
1591117676185,-91,167,-101,136,-2843,11127,-11709,0
1591117676209,-76,163,-89,136,-2763,11133,-11594,0
1591117676229,-80,160,-86,135,-2753,11278,-11653,0
1591117676252,-81,158,-88,132,-2762,11313,-11609,0
1591117676274,-84,142,-92,121,-2651,11291,-11517,0
1591117676287,-105,124,-111,99,-2655,11133,-11493,0
1591117676308,-117,138,-127,106,-2768,11135,-11553,0
1591117676331,-100,142,-115,109,-2737,11299,-11588,0
1591117676354,-98,143,-108,120,-2754,11226,-11605,0
1591117676364,-106,132,-108,113,-2735,11390,-11661,0
1591117676388,-116,138,-125,104,-2721,11343,-11731,0
1591117676410,-100,145,-120,109,-2781,11287,-11632,0
1591117676431,-99,144,-115,112,-2704,11255,-11604,0
1591117676456,-91,155,-103,127,-2664,11114,-11781,0
1591117676465,-91,148,-98,119,-2577,10982,-11816,0
1591117676491,-100,145,-113,114,-2622,10999,-11718,0
1591117676511,-98,146,-111,115,-2652,11101,-11637,0
1591117676533,-98,139,-110,107,-2687,11199,-11731,0
1591117676546,-100,148,-117,115,-2662,11168,-11718,0
1591117676566,-97,139,-110,113,-2648,11043,-11632,0
1591117676589,-106,135,-115,103,-2737,11158,-11625,0
1591117676612,-110,138,-125,105,-2806,11115,-11777,0
1591117676634,-114,128,-124,105,-2716,11156,-11828,0
1591117676645,-108,130,-114,106,-2588,11114,-11771,0
1591117676682,-118,130,-124,103,-2703,11243,-11666,0
1591117676692,-120,123,-129,99,-2703,11236,-11761,0
1591117676713,-116,125,-122,104,-2795,11180,-11755,0
1591117676725,-116,140,-121,115,-2759,11213,-11749,0
1591117676748,-107,134,-121,104,-2677,11175,-11766,0
1591117676773,-114,142,-127,106,-2672,11183,-11774,0
1591117676796,-97,152,-113,120,-2678,11128,-11689,0
1591117676814,-90,150,-105,117,-2653,10941,-11720,0
1591117676826,-110,136,-119,110,-2739,11003,-11732,0
1591117676848,-100,151,-109,124,-2831,11109,-11697,0
1591117676872,-90,156,-97,130,-2713,11166,-11703,0
1591117676893,-96,141,-106,113,-2629,11165,-11779,0
1591117676907,-115,136,-120,112,-2649,11056,-11842,0
1591117676930,-108,137,-115,113,-2598,10882,-11847,0
1591117676949,-112,138,-118,112,-2659,10986,-11804,0
1591117676975,-108,134,-116,110,-2656,10956,-11745,0
1591117676994,-114,134,-120,108,-2576,11086,-11906,0
1591117677010,-106,137,-119,107,-2629,10918,-11945,0
1591117677029,-114,124,-123,101,-2561,10736,-12032,0
1591117677050,-120,120,-126,96,-2544,10655,-12006,0
1591117677076,-128,114,-133,94,-2464,10827,-11872,0
1591117677084,-135,104,-137,84,-2441,11035,-11740,0
1591117677108,-140,101,-144,84,-2392,10883,-11776,0
1591117677131,-145,88,-146,75,-2444,10804,-12003,0
1591117677150,-161,74,-157,63,-2529,10801,-12083,0
1591117677173,-172,79,-170,64,-2431,10861,-12024,0
1591117677184,-162,82,-162,66,-2466,10763,-12164,0
1591117677208,-163,78,-163,63,-2422,10719,-12153,0
1591117677230,-164,85,-166,65,-2393,10916,-12071,0
1591117677253,-159,91,-165,67,-2481,11054,-12060,0
1591117677264,-150,93,-159,72,-2560,11108,-12016,0
1591117677289,-156,88,-160,67,-2569,10998,-11916,0
1591117677309,-158,88,-162,68,-2498,11040,-11860,0
1591117677334,-158,89,-160,65,-2589,10991,-11905,0
1591117677356,-153,102,-163,72,-2624,10888,-12097,0
1591117677365,-148,107,-159,80,-2730,10866,-12129,0
1591117677391,-133,116,-143,90,-2606,10780,-12049,0
1591117677414,-127,117,-138,90,-2585,10782,-12021,0
1591117677433,-136,123,-148,97,-2626,10822,-11974,0
1591117677446,-128,124,-134,99,-2680,10910,-11953,0
1591117677466,-126,133,-136,105,-2554,10929,-12056,0
1591117677488,-112,143,-123,120,-2552,10895,-12188,0
1591117677514,-109,152,-113,128,-2683,10904,-12207,0
1591117677534,-94,161,-103,131,-2826,10812,-11946,0
1591117677547,-91,163,-103,131,-2721,10788,-12010,0
1591117677568,-88,175,-104,136,-2620,10869,-12109,0
1591117677592,-72,181,-84,157,-2587,10807,-12352,0
1591117677613,-58,176,-62,149,-2628,10761,-12282,0
1591117677629,-96,148,-114,112,-2847,10734,-12056,0
1591117677653,-106,160,-119,133,-2975,10823,-11998,0
1591117677670,-74,187,-82,160,-2954,10710,-12129,0
1591117677692,-70,166,-76,137,-2838,10879,-12387,0
1591117677714,-86,174,-105,128,-2729,11040,-12312,0
1591117677727,-68,176,-94,136,-2753,10690,-12296,0
1591117677750,-85,162,-102,128,-2904,10687,-12166,0
1591117677770,-86,176,-101,138,-2992,10746,-12053,0
1591117677795,-75,175,-93,137,-3097,10853,-12137,0
1591117677804,-74,181,-92,141,-3098,10810,-12398,0
1591117677826,-72,178,-89,146,-2823,10908,-12504,0
1591117677850,-71,170,-82,143,-2852,11020,-12348,0
1591117677871,-97,149,-109,116,-3287,10984,-12266,0
1591117677895,-101,160,-119,119,-3475,10478,-12320,0
1591117677909,-84,182,-109,135,-3398,10249,-12371,0
1591117677929,-63,188,-84,152,-3286,10097,-12311,0
1591117677951,-67,170,-82,133,-3342,10214,-12404,0
1591117677975,-93,155,-120,94,-3309,10225,-12528,0
1591117677984,-76,-150,-150,-230,-3558,9950,-12783,0
1591117678007,-174,-46,-294,-232,-3575,9789,-12874,0
1591117678030,294,161,-23,-104,-3413,9685,-12811,0
1591117678052,344,6,172,-56,-3469,10072,-12825,0
1591117678076,200,-66,168,-82,-3597,10089,-12738,0
1591117678085,198,-48,168,-55,-3569,9545,-12415,0
1591117678110,213,-42,197,-49,-3740,9552,-12342,0
1591117678132,217,-45,196,-50,-3850,10293,-12392,0
1591117678156,212,-48,200,-48,-4259,9619,-12835,0
1591117678164,214,-40,202,-43,-4411,9611,-12329,0
1591117678187,211,-52,197,-56,-4513,9618,-12835,0
1591117678212,204,-60,186,-63,-4453,9188,-13074,0
1591117678233,194,-64,180,-65,-4649,8788,-12937,0
1591117678253,197,-60,190,-54,-4855,8767,-12740,0
1591117678265,202,-63,193,-64,-4759,7890,-13811,0
1591117678287,192,-68,178,-70,-3934,7736,-13444,0
1591117678310,189,-74,171,-80,-3578,7713,-12762,0
1591117678337,182,-75,163,-78,-3293,7291,-13545,0
1591117678356,186,-66,174,-58,-2093,8005,-13510,0
1591117678378,192,-75,191,-62,-923,9679,-12905,0
1591117678392,183,-76,190,-46,-414,10395,-14261,0
1591117678425,187,-68,211,-39,125,9976,-16009,0
1591117678456,196,-63,200,-63,1911,8733,-15804,0
1591117678457,201,-59,164,-100,3596,6656,-16892,0
1591117678466,213,-44,148,-96,4155,4254,-18048,0
1591117678502,220,-11,165,-59,4222,396,-17562,0
1591117678514,260,312,214,364,4982,-1678,-16817,0
1591117678525,169,262,458,621,4846,-3062,-16024,0
1591117678549,574,163,757,201,4114,-8906,-15762,0
1591117678569,-282,-142,-286,-168,3582,-9756,-13603,0
