#timestamp;left1;left2;right2;right2.1;label
1594148722751;-136;-150;28;18;0
1594148722772;-165;-184;4;-10;0
1594148722795;-195;-200;-21;-22;0
1594148722812;-187;-180;-10;0;0
1594148722837;-165;-162;11;13;0
1594148722857;-153;-154;17;17;0
1594148722869;-150;-155;20;19;0
1594148722892;-150;-148;24;24;0
1594148722914;-143;-144;29;30;0
1594148722929;-139;-141;34;31;0
1594148722952;-138;-143;32;30;0
1594148722976;-147;-153;26;23;0
1594148722995;-144;-141;33;34;0
1594148723012;-134;-135;32;26;0
1594148723035;-134;-136;29;36;0
1594148723049;-128;-132;49;51;0
1594148723074;-139;-150;43;26;0
1594148723094;-149;-146;18;20;0
1594148723109;-134;-133;34;41;0
1594148723132;-131;-135;44;40;0
1594148723154;-137;-135;35;37;0
1594148723169;-126;-126;46;43;0
1594148723192;-125;-130;43;38;0
1594148723214;-131;-134;34;34;0
1594148723237;-132;-136;42;37;0
1594148723252;-135;-146;33;19;0
1594148723274;-137;-140;32;31;0
1594148723289;-139;-141;36;36;0
1594148723312;-138;-139;35;31;0
1594148723341;-136;-126;32;40;0
1594148723349;-108;-99;57;63;0
1594148723373;-94;-99;71;66;0
1594148723402;-105;-110;62;55;0
1594148723409;-107;-109;56;50;0
1594148723441;-111;-116;52;51;0
1594148723455;-120;-126;53;46;0
1594148723474;-130;-140;41;30;0
1594148723494;-138;-133;34;39;0
1594148723515;-130;-127;39;31;0
1594148723531;-122;-126;32;27;0
1594148723552;-128;-134;30;24;0
1594148723575;-135;-133;25;28;0
1594148723589;-130;-144;37;21;0
1594148723613;-168;-186;3;-14;0
1594148723636;-186;-176;-13;-5;0
1594148723655;-165;-162;6;3;0
1594148723672;-156;-154;8;9;0
1594148723695;-154;-150;17;18;0
1594148723710;-141;-139;24;21;0
1594148723732;-136;-135;25;25;0
1594148723754;-137;-142;26;20;0
1594148723771;-148;-165;20;0;0
1594148723792;-187;-220;-26;-67;0
1594148723815;-263;-295;-103;-131;0
1594148723831;-302;-288;-131;-117;0
1594148723852;-253;-210;-82;-42;0
1594148723875;-175;-146;-1;24;0
1594148723890;-125;-112;44;49;0
1594148723912;-102;-95;57;63;0
1594148723935;-92;-90;69;67;0
1594148723949;-87;-90;73;64;0
1594148723973;-94;-95;63;61;0
1594148723994;-97;-97;61;54;0
1594148724010;-96;-102;59;55;0
1594148724032;-109;-111;57;55;0
1594148724054;-117;-118;49;40;0
1594148724069;-118;-116;38;32;0
1594148724096;-113;-109;39;40;0
1594148724120;-112;-115;45;45;0
1594148724138;-117;-119;50;47;0
1594148724153;-120;-119;50;47;0
1594148724174;-122;-126;50;49;0
1594148724189;-128;-127;56;49;0
1594148724212;-126;-126;45;34;0
1594148724234;-129;-129;30;26;0
1594148724258;-128;-129;34;30;0
1594148724274;-133;-134;33;34;0
1594148724294;-135;-130;39;35;0
1594148724310;-125;-122;44;43;0
1594148724332;-125;-126;50;47;0
1594148724362;-128;-123;51;51;0
1594148724369;-119;-115;60;55;0
1594148724399;-115;-116;54;43;0
1594148724416;-122;-124;40;34;0
1594148724430;-127;-130;38;27;0
1594148724459;-134;-135;27;23;0
1594148724474;-141;-145;24;17;0
1594148724490;-148;-153;17;2;0
1594148724513;-164;-181;-8;-34;0
1594148724535;-213;-242;-59;-86;0
1594148724550;-270;-288;-100;-118;0
1594148724573;-295;-286;-120;-118;0
1594148724595;-282;-263;-106;-90;0
1594148724609;-238;-212;-61;-43;0
1594148724633;-183;-154;-14;7;0
1594148724655;-136;-122;26;37;0
1594148724670;-106;-94;57;60;0
1594148724692;-92;-87;64;64;0
1594148724717;-88;-85;72;73;0
1594148724730;-83;-84;80;71;0
1594148724754;-90;-88;74;77;0
1594148724774;-92;-90;85;79;0
1594148724791;-93;-98;75;63;0
1594148724812;-109;-110;61;53;0
1594148724834;-114;-114;54;48;0
1594148724849;-116;-111;53;48;0
1594148724872;-112;-108;49;42;0
1594148724896;-116;-116;39;31;0
1594148724909;-114;-107;39;37;0
1594148724934;-108;-108;44;45;0
1594148724957;-112;-110;51;47;0
1594148724977;-116;-117;49;37;0
1594148724993;-119;-115;36;30;0
1594148725017;-123;-124;31;24;0
1594148725029;-126;-122;29;24;0
1594148725056;-128;-127;27;19;0
1594148725075;-131;-128;17;13;0
1594148725089;-132;-132;23;23;0
1594148725112;-138;-136;32;29;0
1594148725135;-144;-141;29;24;0
1594148725150;-143;-142;29;19;0
1594148725172;-146;-143;17;12;0
1594148725194;-151;-150;20;22;0
1594148725209;-152;-150;27;15;0
1594148725233;-159;-162;8;-7;0
1594148725256;-168;-158;-6;-4;0
1594148725270;-156;-154;9;6;0
1594148725292;-160;-155;10;8;0
1594148725316;-154;-146;21;21;0
1594148725330;-150;-148;26;21;0
1594148725354;-150;-142;27;22;0
1594148725375;-147;-142;20;16;0
1594148725390;-142;-137;28;26;0
1594148725413;-138;-138;32;19;0
1594148725436;-151;-151;10;0;0
1594148725450;-152;-145;9;11;0
1594148725475;-149;-146;22;17;0
1594148725495;-150;-144;16;13;0
1594148725511;-140;-134;25;25;0
1594148725536;-142;-138;32;27;0
1594148725554;-140;-134;26;20;0
1594148725570;-135;-129;31;31;0
1594148725592;-131;-128;42;42;0
1594148725615;-135;-129;48;45;0
1594148725629;-128;-122;49;36;0
1594148725652;-125;-118;35;33;0
1594148725676;-125;-125;38;32;0
1594148725689;-130;-130;37;26;0
1594148725712;-137;-131;26;24;0
1594148725735;-140;-140;28;25;0
1594148725750;-146;-138;36;32;0
1594148725775;-137;-131;37;33;0
1594148725795;-132;-118;40;44;0
1594148725809;-108;-98;64;62;0
1594148725832;-105;-101;67;62;0
1594148725856;-109;-108;64;55;0
1594148725870;-112;-107;58;49;0
1594148725892;-112;-115;56;51;0
1594148725914;-129;-127;47;32;0
1594148725931;-129;-127;36;26;0
1594148725952;-133;-126;30;30;0
1594148725974;-132;-129;34;31;0
1594148725990;-134;-133;41;34;0
1594148726012;-138;-128;40;34;0
1594148726034;-135;-134;35;26;0
1594148726051;-142;-142;31;21;0
1594148726072;-149;-144;22;19;0
1594148726095;-156;-160;19;8;0
1594148726111;-168;-163;7;-1;0
1594148726133;-165;-156;4;1;0
1594148726155;-160;-152;9;9;0
1594148726170;-153;-147;20;16;0
1594148726195;-153;-144;24;20;0
1594148726215;-148;-142;21;14;0
1594148726231;-143;-138;24;19;0
1594148726253;-142;-134;22;14;0
1594148726274;-138;-132;20;20;0
1594148726290;-137;-133;28;21;0
1594148726322;-138;-133;26;23;0
1594148726335;-142;-134;26;23;0
1594148726358;-138;-136;26;12;0
1594148726372;-142;-138;17;10;0
1594148726395;-148;-146;8;-2;0
1594148726410;-151;-146;5;-2;0
1594148726432;-149;-138;4;3;0
1594148726454;-145;-141;14;11;0
1594148726470;-145;-138;18;12;0
1594148726493;-141;-132;18;15;0
1594148726515;-141;-134;21;16;0
1594148726531;-135;-132;22;12;0
1594148726552;-138;-131;13;10;0
1594148726576;-139;-135;23;21;0
1594148726590;-138;-128;24;13;0
1594148726617;-131;-126;15;10;0
1594148726636;-134;-128;15;8;0
1594148726652;-133;-130;12;6;0
1594148726672;-135;-124;15;12;0
1594148726695;-128;-125;17;9;0
1594148726711;-134;-128;16;10;0
1594148726732;-136;-130;12;7;0
1594148726755;-139;-137;14;9;0
1594148726772;-144;-135;14;4;0
1594148726794;-137;-127;8;2;0
1594148726815;-136;-133;6;0;0
1594148726832;-141;-139;7;3;0
1594148726854;-148;-141;13;10;0
1594148726875;-148;-140;10;3;0
1594148726891;-142;-132;11;4;0
1594148726912;-136;-128;6;2;0
1594148726936;-134;-124;11;7;0
1594148726949;-128;-128;9;-9;0
1594148726972;-142;-138;-11;-12;0
1594148726995;-148;-138;-2;-2;0
1594148727010;-137;-126;10;6;0
1594148727033;-132;-120;13;12;0
1594148727059;-121;-112;23;20;0
1594148727072;-120;-118;26;20;0
1594148727092;-126;-121;26;22;0
1594148727124;-135;-133;22;11;0
1594148727130;-138;-125;21;20;0
1594148727156;-126;-123;29;18;0
1594148727175;-137;-130;13;8;0
1594148727192;-134;-128;21;12;0
1594148727213;-132;-121;16;11;0
1594148727237;-133;-130;11;4;0
1594148727253;-139;-134;12;4;0
1594148727273;-136;-120;12;12;0
1594148727296;-128;-124;18;6;0
1594148727310;-130;-121;11;6;0
1594148727332;-127;-123;12;8;0
1594148727356;-137;-130;13;6;0
1594148727370;-137;-132;12;1;0
1594148727392;-144;-139;0;-7;0
1594148727415;-147;-135;-3;-5;0
1594148727430;-137;-126;8;6;0
1594148727454;-129;-121;17;10;0
1594148727475;-136;-132;4;-8;0
1594148727490;-137;-126;2;0;0
1594148727513;-131;-121;4;-3;0
1594148727536;-126;-115;-3;-8;0
1594148727550;-120;-110;3;-4;0
1594148727572;-115;-108;0;-4;0
1594148727595;-123;-118;7;7;0
1594148727613;-126;-119;16;9;0
1594148727632;-124;-117;17;13;0
1594148727656;-132;-131;16;8;0
1594148727672;-142;-138;14;8;0
1594148727696;-150;-145;13;11;0
1594148727715;-155;-146;23;23;0
1594148727737;-152;-142;32;23;0
1594148727752;-150;-147;26;14;0
1594148727775;-151;-144;29;21;0
1594148727791;-154;-149;24;17;0
1594148727812;-160;-156;24;19;0
1594148727834;-170;-160;21;14;0
1594148727851;-163;-153;17;7;0
1594148727873;-160;-150;13;9;0
1594148727901;-160;-147;17;15;0
1594148727909;-153;-148;27;21;0
1594148727932;-160;-152;24;13;0
1594148727967;-164;-159;12;3;0
1594148727970;-162;-146;14;17;0
1594148727992;-152;-144;28;21;0
1594148728016;-157;-153;21;14;0
1594148728030;-158;-146;20;14;0
1594148728060;-152;-143;24;19;0
1594148728075;-150;-144;28;20;0
1594148728091;-154;-147;24;14;0
1594148728116;-153;-143;16;11;0
1594148728136;-154;-148;17;12;0
1594148728151;-156;-148;18;12;0
1594148728183;-154;-141;24;25;0
1594148728197;-149;-137;32;28;0
1594148728210;-144;-143;34;20;0
1594148728232;-157;-145;16;10;0
1594148728255;-146;-127;17;20;0
1594148728279;-131;-125;31;23;0
1594148728292;-139;-131;21;13;0
1594148728315;-140;-132;19;14;0
1594148728337;-141;-134;19;11;0
1594148728362;-144;-132;18;17;0
1594148728382;-140;-133;24;19;0
1594148728391;-145;-142;22;13;0
1594148728414;-154;-148;20;11;0
1594148728436;-158;-148;12;11;0
1594148728457;-155;-146;23;16;0
1594148728474;-152;-147;22;9;0
1594148728495;-158;-155;16;10;0
1594148728510;-165;-154;18;14;0
1594148728532;-161;-153;23;17;0
1594148728556;-164;-154;13;5;0
1594148728574;-161;-149;19;17;0
1594148728595;-156;-148;21;15;0
1594148728615;-163;-163;18;10;0
1594148728633;-174;-160;20;18;0
1594148728660;-157;-141;29;25;0
1594148728675;-150;-148;26;14;0
1594148728691;-161;-154;16;6;0
1594148728712;-163;-152;10;7;0
1594148728736;-159;-146;12;6;0
1594148728750;-146;-132;11;3;0
1594148728772;-140;-136;13;11;0
1594148728796;-152;-140;8;-2;0
1594148728810;-138;-123;8;5;0
1594148728832;-131;-124;12;9;0
1594148728859;-132;-123;16;14;0
1594148728872;-132;-128;22;17;0
1594148728892;-143;-140;17;4;0
1594148728916;-158;-149;2;2;0
1594148728931;-156;-149;16;12;0
1594148728967;-158;-146;15;10;0
1594148728976;-154;-146;17;14;0
1594148728992;-152;-141;20;8;0
1594148729015;-149;-142;15;12;0
1594148729035;-157;-146;12;3;0
1594148729052;-147;-135;17;14;0
1594148729073;-141;-134;17;5;0
1594148729103;-154;-152;1;-4;0
1594148729111;-158;-144;11;14;0
1594148729133;-151;-140;25;20;0
1594148729156;-148;-138;17;2;0
1594148729170;-152;-146;3;-1;0
1594148729197;-154;-142;10;7;0
1594148729217;-151;-139;12;7;0
1594148729230;-143;-132;17;13;0
1594148729253;-142;-133;20;14;0
1594148729275;-146;-136;12;9;0
1594148729290;-138;-114;25;37;0
1594148729312;-106;-78;56;62;0
1594148729335;-80;-75;68;57;0
1594148729352;-93;-92;56;47;0
1594148729373;-106;-96;55;46;0
1594148729395;-106;-100;41;32;0
1594148729411;-112;-101;38;36;0
1594148729436;-108;-98;47;43;0
1594148729456;-106;-101;48;42;0
1594148729477;-117;-111;48;41;0
1594148729494;-116;-113;43;25;0
1594148729515;-125;-122;29;19;0
1594148729530;-134;-130;21;17;0
1594148729557;-137;-122;27;28;0
1594148729582;-127;-119;34;27;0
1594148729590;-130;-126;36;33;0
1594148729613;-140;-134;38;34;0
1594148729636;-150;-142;36;35;0
1594148729650;-148;-146;46;27;0
1594148729674;-174;-181;8;-12;0
1594148729695;-198;-184;-12;-12;0
1594148729710;-184;-169;0;0;0
1594148729732;-173;-161;10;8;0
1594148729755;-171;-162;11;9;0
1594148729770;-170;-158;16;13;0
1594148729792;-160;-144;25;24;0
1594148729815;-151;-140;23;14;0
1594148729832;-151;-144;18;13;0
1594148729854;-151;-147;18;8;0
1594148729877;-173;-180;-1;-14;0
1594148729890;-192;-172;-7;-4;0
1594148729916;-169;-153;9;7;0
1594148729937;-162;-149;12;16;0
1594148729950;-155;-145;29;25;0
1594148729972;-153;-142;31;28;0
1594148729995;-151;-135;34;33;0
1594148730010;-141;-132;39;32;0
1594148730034;-141;-129;32;23;0
1594148730056;-145;-150;15;0;0
1594148730070;-169;-160;4;6;0
1594148730093;-164;-154;21;22;0
1594148730115;-160;-145;27;22;0
1594148730131;-145;-134;28;21;0
1594148730154;-146;-136;26;23;0
1594148730175;-146;-138;20;12;0
1594148730197;-148;-140;26;28;0
1594148730212;-148;-140;36;26;0
1594148730236;-142;-132;35;30;0
1594148730250;-142;-136;32;21;0
1594148730278;-149;-143;21;16;0
1594148730295;-156;-148;21;19;0
1594148730311;-154;-146;27;22;0
1594148730334;-152;-140;24;19;0
1594148730355;-150;-142;18;12;0
1594148730370;-151;-145;18;14;0
1594148730393;-154;-140;19;17;0
1594148730419;-144;-133;25;19;0
1594148730431;-141;-137;19;11;0
1594148730453;-151;-142;12;10;0
1594148730475;-152;-140;18;22;0
1594148730491;-142;-132;29;18;0
1594148730513;-142;-134;18;15;0
1594148730535;-142;-134;23;20;0
1594148730552;-142;-132;26;24;0
1594148730575;-136;-124;28;26;0
1594148730595;-136;-136;25;16;0
1594148730610;-149;-146;21;22;0
1594148730634;-157;-146;24;13;0
1594148730655;-154;-142;14;14;0
